Year,Month,yobs,piobs,rrobs,idx_y,idx_pi,rstar_lw,ybar_lw,gg_home,yobs_int,piobs_int,rrobs_int,idx_y_int,idx_pi_int,rstar_lw_int,ybar_lw_int,gg_home_int,gg_home_f,yobs_us,piobs_us,rrobs_us,idx_y_us,idx_pi_us,rstar_lw_us,ybar_lw_us,gg_foreign,lw_decomp_r,lw_decomp_g_pos,lw_decomp_g_neg,lw_decomp_z_pos,lw_decomp_z_neg,int_decomp_r,int_decomp_gh_pos,int_decomp_gh_neg,int_decomp_gf_pos,int_decomp_gf_neg,int_decomp_z_pos,int_decomp_z_neg
1999,9,371.425506591797,31.0607959414894,-13.7575721740723,1,1,0.139472864126186,369.927494084936,1.4719917155818,371.425506591797,31.0607959414894,-13.7575721740723,1,1,0.0918126405604192,370.2633945781,1.76810271743048,0.21749636485481,419.851013183594,1.46999669075012,2.57707810401917,0,0,0.754556052981843,427.215510557815,0.858306346599566,0.139472864126186,1.4719917155818,0,-0,-1.33251885145561,0.0918126405604192,1.76810271743048,0,0.21749636485481,0,-0,-1.89378644172487
1999,12,377.676391601562,44.5888366446716,-10.1159315109253,1,1,0.0907616154314537,371.706021333263,1.4526270504584,377.676391601562,44.5888366446716,-10.1159315109253,1,1,0.0237158648931093,372.265918561049,1.74717541040518,0.209661702065304,421.478302001953,1.87719976902008,2.67469429969788,0,0,0.725874745395807,428.238120020434,0.827388400912566,0.0907616154314537,1.4526270504584,0,-0,-1.36186543502695,0.0237158648931093,1.74717541040518,0,0.209661702065304,0,-0,-1.93312124757737
2000,3,378.416198730469,20.2397709371122,-13.1504287719727,1,0,0.0359813383985166,373.387688166811,1.42441724128854,378.416198730469,20.2397709371122,-13.1504287719727,1,0,-0.0576426882539616,374.177925837244,1.71337822405941,0.198125885086138,421.839935302734,2.09063911437988,3.06024765968323,0,0,0.68262030104152,428.926027628388,0.781864582925822,0.0359813383985166,1.42441724128854,0,-0,-1.38843590289002,-0.0576426882539616,1.71337822405941,0,0.198125885086138,0,-0,-1.96914679739951
2000,6,380.551177978516,34.0800015921779,-17.7588634490967,1,1,-0.000289466998729893,375.082236737823,1.41323677063416,380.551177978516,34.0800015921779,-17.7588634490967,1,1,-0.122492083749637,376.090452939549,1.69178550880295,0.189030415391838,423.645141601562,1.39305639266968,3.63055109977722,0,0,0.647923046517088,429.961563200735,0.745971112388358,-0.000289466998729893,1.41323677063416,0,-0,-1.41352623763289,-0.122492083749637,1.69178550880295,0,0.189030415391838,0,-0,-2.00330800794443
2000,9,380.076690673828,43.8746087981176,-16.961727142334,1,1,-0.0300888858483024,376.777758608023,1.40760267690639,380.076690673828,43.8746087981176,-16.961727142334,1,1,-0.191141113888526,377.972176512383,1.67022610260537,0.174003168713213,423.746978759766,1.92516613006592,3.74776244163513,0,0,0.588993974633954,430.569596832512,0.686669058283725,-0.0300888858483024,1.40760267690639,0,-0,-1.43769156275469,-0.191141113888526,1.67022610260537,0,0.174003168713213,0,-0,-2.0353703852071
2000,12,375.272369384766,49.8332072574051,-18.5678443908691,1,1,-0.0547848268455922,378.436570471943,1.40491073449434,375.272369384766,49.8332072574051,-18.5678443908691,1,1,-0.248060183351067,379.820206839802,1.65332451644713,0.161298259755583,424.342590332031,1.97602581977844,3.68028330802917,0,0,0.540233684617253,431.331416369384,0.636531650246662,-0.0547848268455922,1.40491073449434,0,-0,-1.45969556133993,-0.248060183351067,1.65332451644713,0,0.161298259755583,0,-0,-2.06268295955378
2001,3,382.044158935547,36.2053214628529,-28.4729537963867,1,1,-0.0643143804783961,380.180977954893,1.41786157725979,382.044158935547,36.2053214628529,-28.4729537963867,1,1,-0.296150126525142,381.706791993165,1.64632722648399,0.14640616015117,424.013854980469,2.59208202362061,3.12917280197144,0,0,0.483834338958862,431.823686118461,0.577762927315621,-0.0643143804783961,1.41786157725979,0,-0,-1.48217595773819,-0.296150126525142,1.64632722648399,0,0.14640616015117,0,-0,-2.0888835131603
2001,6,382.659423828125,43.0329144579015,-40.5462493896484,1,1,-0.0892323518174558,381.917474780756,1.41649455982481,382.659423828125,43.0329144579015,-40.5462493896484,1,1,-0.352071409278337,383.560145320236,1.62690648672089,0.133856851006101,424.636596679688,1.50943696498871,1.8065037727356,0,0,0.437330759663435,432.506640711603,0.528239563135061,-0.0892323518174558,1.41649455982481,0,-0,-1.50572691164227,-0.352071409278337,1.62690648672089,0,0.133856851006101,0,-0,-2.11283474700532
2001,9,385.425262451172,28.9044904708513,-44.9316596984863,0,1,-0.116806817949517,383.582041343261,1.40706933761088,385.425262451172,28.9044904708513,-44.9316596984863,0,1,-0.400384483253257,385.36184992309,1.60592646236146,0.118463330182504,424.235015869141,1.03103744983673,1.07630443572998,0,0,0.380611454985825,432.851543371621,0.467492080627821,-0.116806817949517,1.40706933761088,0,-0,-1.5238761555604,-0.400384483253257,1.60592646236146,0,0.118463330182504,0,-0,-2.12477427579722
2001,12,391.168273925781,18.8225981381169,-47.9194946289062,0,1,-0.117132083387731,385.359532623082,1.41675581609768,391.168273925781,18.8225981381169,-47.9194946289062,0,1,-0.414789762097441,387.210524495688,1.59941891644249,0.106383540829188,424.509704589844,1.92566728591919,0.231597751379013,0,0,0.338893658363107,433.252382969699,0.419821583355566,-0.117132083387731,1.41675581609768,0,-0,-1.53388789948541,-0.414789762097441,1.59941891644249,0,0.106383540829188,0,-0,-2.12059221936912
2002,3,389.043853759766,9.26576027928257,-40.5945434570312,0,1,-0.119272319499816,386.914461561334,1.40762351402041,389.043853759766,9.26576027928257,-40.5945434570312,0,1,-0.40574172152792,388.922771963935,1.58719220876372,0.0950930884207573,425.342498779297,1.22611713409424,-0.677904427051544,0,0,0.299933120314705,433.650813526123,0.375266048072916,-0.119272319499816,1.40762351402041,0,-0,-1.52689583352023,-0.40574172152792,1.58719220876372,0,0.0950930884207573,0,-0,-2.0880270187124
2002,6,391.793975830078,5.74928207562384,-23.9104061126709,0,1,-0.032674107289697,388.696657756931,1.46960848779143,391.793975830078,5.74928207562384,-23.9104061126709,0,1,-0.312667993090678,390.764932120748,1.63013212218521,0.0836741641849477,425.952911376953,2.19486474990845,-0.671096861362457,0,0,0.260339416419502,433.923277619766,0.330203524156815,-0.032674107289697,1.46960848779143,0,-0,-1.50228259508112,-0.312667993090678,1.63013212218521,0,0.0836741641849477,0,-0,-2.02647427946083
2002,9,395.388336181641,18.9941446408792,-16.6416263580322,0,1,0.0639708711530222,390.559437494376,1.53309498590226,395.388336181641,18.9941446408792,-16.6416263580322,0,1,-0.193677848019252,392.66885255179,1.68109783709822,0.0739602976033813,426.358703613281,2.1280689239502,-0.638852000236511,0,0,0.228603229875553,434.123424676845,0.291869672726491,0.0639708711530222,1.53309498590226,0,-0,-1.46912411474924,-0.193677848019252,1.68109783709822,0,0.0739602976033813,0,-0,-1.94873598272085
2002,12,398.364501953125,10.3613369644029,-6.27279329299927,0,1,0.167738745537181,392.541237535058,1.5959687798603,398.364501953125,10.3613369644029,-6.27279329299927,0,1,-0.0556887910703716,394.661534401677,1.73603413624008,0.0667395924861996,426.482574462891,1.41924703121185,-0.745612144470215,0,0,0.20853399933304,434.230881793648,0.263374589449406,0.167738745537181,1.5959687798603,0,-0,-1.42823003432312,-0.0556887910703716,1.73603413624008,0,0.0667395924861996,0,-0,-1.85846251979665
2003,3,396.226867675781,8.7451732719952,-2.53794407844543,0,0,0.263891245756653,394.44006428424,1.64123345117231,396.226867675781,8.7451732719952,-2.53794407844543,0,0,0.0885881089408413,396.628722198504,1.78145640337191,0.0633099476388881,427.007415771484,1.23220467567444,-0.900479078292847,0,0,0.204597662069903,434.388559574224,0.249840175019101,0.263891245756653,1.64123345117231,0,-0,-1.37734220541566,0.0885881089408413,1.78145640337191,0,0.0633099476388881,0,-0,-1.75617824206996
2003,6,399.551727294922,5.24559622282499,0.977090060710907,0,0,0.400939335898954,396.597459316799,1.72367860723146,399.551727294922,5.24559622282499,0.977090060710907,0,0,0.258429547059749,398.764411178123,1.84932098536676,0.0620150705073623,427.8896484375,1.51333403587341,-0.716017663478851,0,0,0.208703491779765,434.56409696788,0.244730198763648,0.400939335898954,1.72367860723146,0,-0,-1.32273927133251,0.258429547059749,1.84932098536676,0,0.0620150705073623,0,-0,-1.65290650881437
2003,9,400.812774658203,6.8236700926408,-1.20648503303528,0,0,0.503479779296654,398.71510167905,1.7730718975161,400.812774658203,6.8236700926408,-1.20648503303528,0,0,0.395252128884654,400.890486781629,1.88989384142838,0.0620669075193308,429.5390625,1.82670617103577,-0.707763850688934,0,0,0.215844640155922,434.888546487589,0.244934763269317,0.503479779296654,1.7730718975161,0,-0,-1.26959211821945,0.395252128884654,1.88989384142838,0,0.0620669075193308,0,-0,-1.55670862006306
2003,12,403.821746826172,9.69249636252047,-0.0408427119255066,0,0,0.615760061377702,400.994774729605,1.83227949000621,403.821746826172,9.69249636252047,-0.0408427119255066,0,0,0.526129841959128,403.114810439454,1.93158293862292,0.0602194905214439,430.693237304688,1.78811538219452,-0.729076087474823,0,0,0.213165178851494,435.119091994044,0.237644297816431,0.615760061377702,1.83227949000621,0,-0,-1.21651942862851,0.526129841959128,1.93158293862292,0,0.0602194905214439,0,-0,-1.46567258718523
2004,3,402.842590332031,10.4262460007,3.73670220375061,0,0,0.703029308915064,403.183630568725,1.86424194753467,402.842590332031,10.4262460007,3.73670220375061,0,0,0.633911626957891,405.282337730836,1.95120172514051,0.0586513199162147,431.258178710938,2.19479560852051,-0.943215429782867,0,0,0.21138682503024,435.254029666601,0.231455822970346,0.703029308915064,1.86424194753467,0,-0,-1.1612126386196,0.633911626957891,1.95120172514051,0,0.0586513199162147,0,-0,-1.37594141809883
2004,6,405.925811767578,11.1468414676524,5.64904165267944,0,0,0.818048834663297,405.564818661625,1.9230355788911,405.925811767578,11.1468414676524,5.64904165267944,0,0,0.757369275526406,407.559701812819,1.98697548468872,0.0593231432127966,432.030334472656,2.27918171882629,-1.04523694515228,0,0,0.218386899546785,435.456250343041,0.234107040610855,0.818048834663297,1.9230355788911,0,-0,-1.1049867442278,0.757369275526406,1.98697548468872,0,0.0593231432127966,0,-0,-1.28892935237511
2004,9,408.447723388672,14.3899862253401,7.59422779083252,0,0,0.902549809513387,407.912667963472,1.95480694081616,408.447723388672,14.3899862253401,7.59422779083252,0,0,0.851366296255905,409.814234183503,2.00135049249416,0.0606740753021956,432.973999023438,1.42948412895203,-0.899122893810272,0,0,0.227067399322905,435.688073700505,0.239438226660471,0.902549809513387,1.95480694081616,0,-0,-1.05225713130277,0.851366296255905,2.00135049249416,0,0.0606740753021956,0,-0,-1.21065827154045
