Year,Month,yobs,piobs,rrobs,idx_y,idx_pi,rstar_lw,ybar_lw,gg_home,yobs_int,piobs_int,rrobs_int,idx_y_int,idx_pi_int,rstar_lw_int,ybar_lw_int,gg_home_int,gg_home_f,yobs_us,piobs_us,rrobs_us,idx_y_us,idx_pi_us,rstar_lw_us,ybar_lw_us,gg_foreign,lw_decomp_r,lw_decomp_g_pos,lw_decomp_g_neg,lw_decomp_z_pos,lw_decomp_z_neg,int_decomp_r,int_decomp_gh_pos,int_decomp_gh_neg,int_decomp_gf_pos,int_decomp_gf_neg,int_decomp_z_pos,int_decomp_z_neg
1986,12,409.961151123047,7.46043356148896,3.98047709465027,0,0,1.60389130491588,412.975462739772,0.161465968296531,409.961151123047,7.46043356148896,3.98047709465027,0,0,2.41012326991108,413.310595952853,0.130653065153955,0.232169053358722,377.640594482422,3.2439911365509,2.86057806015015,0,0,1.97467452841299,379.82229048255,0.922642311610993,1.60389130491588,0.161465968296531,0,1.44242533661935,0,2.41012326991108,0.130653065153955,0,0.232169053358722,0,2.0473011513984,0
1987,3,409.217742919922,21.0783435452367,4.63416528701782,0,0,1.70380871057195,412.665065663523,0.136628493546412,409.217742919922,21.0783435452367,4.63416528701782,0,0,2.48550987702626,413.028444895706,0.10461595231145,0.2335195208831,378.379974365234,2.52525949478149,2.98551058769226,0,0,1.96838441301248,380.602750674392,0.928009084057289,1.70380871057195,0.136628493546412,0,1.56718021702554,0,2.48550987702626,0.10461595231145,0,0.2335195208831,0,2.14737440383171,0
1987,6,411.103881835938,8.96281144015283,4.52872467041016,0,0,1.80313318980851,413.320377581384,0.157162351270064,411.103881835938,8.96281144015283,4.52872467041016,0,0,2.56703330276374,413.624988891783,0.113472378361701,0.235905676901171,379.452514648438,3.864830493927,3.49997115135193,0,0,1.96592898809668,381.478328915694,0.937491693701116,1.80313318980851,0.157162351270064,0,1.64597083853845,0,2.56703330276374,0.113472378361701,0,0.235905676901171,0,2.21765524750086,0
1987,9,411.324310302734,12.4817827179034,3.13823628425598,0,0,1.71895938238541,413.217252361383,0.105740260434568,411.324310302734,12.4817827179034,3.13823628425598,0,0,2.5137476884082,413.498375737417,0.0602882799841554,0.237814699797952,380.315185546875,3.5671124458313,3.98520374298096,0,0,1.96123447880682,382.305298923042,0.945078171196386,1.71895938238541,0.105740260434568,0,1.61321912195084,0,2.5137476884082,0.0602882799841554,0,0.237814699797952,0,2.2156447086261,0
1987,12,413.795074462891,17.6654470407112,2.25842094421387,0,0,1.52299022827362,414.033318420228,0.0633448039311917,413.795074462891,17.6654470407112,2.25842094421387,0,0,2.38782027432401,414.20547069233,0.0133613677040628,0.240003887642251,382.017486572266,4.0448203086853,3.79432988166809,0,0,1.9564441054492,383.367852273511,0.953778027202149,1.52299022827362,0.0633448039311917,0,1.45964542434243,0,2.38782027432401,0.0133613677040628,0,0.240003887642251,0,2.1344550189777,0
1988,3,412.208648681641,30.8573063814558,0.946334064006805,0,1,1.20044718963888,413.307853577665,-0.0706963986571476,412.208648681641,30.8573063814558,0.946334064006805,0,1,2.15512492732601,413.495018121097,-0.109803940243493,0.238913404425178,382.533386230469,3.84122228622437,3.36179256439209,0,0,1.93793874446231,384.157502244288,0.949444435185391,1.20044718963888,-0,-0.0706963986571476,1.27114358829603,0,2.15512492732601,-0,-0.109803940243493,0.238913404425178,0,2.02601546314433,0
1988,6,414.041076660156,4.7849316079201,-2.36222100257874,0,0,0.917976850124107,413.712049076387,-0.132435893366506,414.041076660156,4.7849316079201,-2.36222100257874,0,0,1.96097004093744,413.777641001173,-0.174104584553564,0.239049148948046,383.838928222656,4.81877994537354,3.60614967346191,0,0,1.92404489137948,385.183236824019,0.949983885377203,0.917976850124107,-0,-0.132435893366506,1.05041274349061,0,1.96097004093744,-0,-0.174104584553564,0.239049148948046,0,1.89602547654296,0
1988,9,414.015014648438,14.4968816283063,-4.44394207000732,0,0,0.495244009011436,413.059676299712,-0.26391363498666,414.015014648438,14.4968816283063,-4.44394207000732,0,0,1.66914846969027,413.087236531392,-0.291994879574659,0.23646774154303,384.423065185547,4.580726146698,4.09573554992676,0,0,1.89891515190819,385.998820576343,0.939725344624603,0.495244009011436,-0,-0.26391363498666,0.759157643998096,0,1.66914846969027,-0,-0.291994879574659,0.23646774154303,0,1.7246756077219,0
1988,12,416.457855224609,13.5942692820773,-2.98144197463989,0,0,0.106293497943077,413.195708558558,-0.350228123447328,416.457855224609,13.5942692820773,-2.98144197463989,0,0,1.41364064462372,413.123241004618,-0.368863637059714,0.234513700753608,385.746734619141,4.44420051574707,4.30841302871704,0,0,1.87567799005188,386.971016575005,0.931959965540471,0.106293497943077,-0,-0.350228123447328,0.456521621390405,0,1.41364064462372,-0,-0.368863637059714,0.234513700753608,0,1.54799058092983,0
1989,3,414.705291748047,29.4365340718823,-3.03715348243713,0,1,-0.244720884560814,411.796372406038,-0.480814812536528,414.705291748047,29.4365340718823,-3.03715348243713,0,1,1.17349408939037,411.781269615032,-0.478538876416129,0.230484370326156,386.757781982422,4.34185218811035,5.02282285690308,0,0,1.8429095038085,387.871436536319,0.91594736314559,-0.244720884560814,-0,-0.480814812536528,0.236093927975714,0,1.17349408939037,-0,-0.478538876416129,0.230484370326156,0,1.42154859548035,0
