Year,Month,yobs,piobs,rrobs,idx_y,idx_pi,rstar_lw,ybar_lw,gg_home,gg_home_f,yobs_us,piobs_us,rrobs_us,idx_y_us,idx_pi_us,rstar_lw_us,ybar_lw_us,gg_foreign
1962,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.261830668413146,292.100738525391,1.53810846805573,1.43980872631073,0,0,2.13549310856799,292.441748135009,1.16442264445828
1962,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26370003658546,293.324737548828,1.31253671646118,1.49073684215546,0,0,2.14647642525133,293.556664997331,1.17273616496321
1962,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.264982041223837,293.652404785156,0.748095214366913,1.54605162143707,0,0,2.15583020560596,294.487745771936,1.17843754150659
1963,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.269229308265578,294.739593505859,1.32197558879852,1.68209636211395,0,0,2.17932817340195,295.594535561004,1.19732613828724
1963,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.273275262111565,295.855743408203,1.51128315925598,1.72524774074554,0,0,2.20196012118788,296.656748926765,1.21531944787642
1963,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.278075141183682,298.031433105469,1.5377414226532,2.13029646873474,0,0,2.22700521367673,297.96915749336,1.2366656404982
1963,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2794393597842,298.682922363281,1.92390096187592,2.27353048324585,0,0,2.23658805969614,298.943780919913,1.24273264189288
1964,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.283805059617069,300.772003173828,1.69176089763641,2.17277717590332,0,0,2.25921586776512,300.275265740147,1.26214793718701
1964,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.284684390474558,301.854217529297,1.1847562789917,1.92562925815582,0,0,2.26550202291319,301.372599282489,1.26605852859571
1964,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.286700103006552,303.404144287109,1.11003255844116,1.82935857772827,0,0,2.27675095238198,302.633000720337,1.27502287693274
1964,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.287082356221843,303.712188720703,1.0200537443161,2.00505185127258,0,0,2.28136801609002,303.587115694433,1.27672284700309
1965,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.291395312542746,306.104125976562,1.50558924674988,2.55473899841309,0,0,2.30295159484294,304.992687050443,1.29590357947823
1965,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.291294149199761,307.359344482422,1.24120128154755,2.85770630836487,0,0,2.30349226240761,306.096994048798,1.29545368226766
1965,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.29248823111024,309.558135986328,1.23736178874969,2.87848520278931,0,0,2.30861981963191,307.406916130996,1.30076404573396
1965,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.290929093313879,311.83740234375,1.32704043388367,2.96354126930237,0,0,2.2989752661596,308.690060896124,1.29383019277122
1966,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.286996742073937,314.241424560547,1.99792158603668,3.32450222969055,0,0,2.27622610675445,310.056322672654,1.27634210072493
1966,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.279246199829502,314.581085205078,3.24367237091064,3.62130498886108,0,0,2.23605102747737,311.035504567762,1.24187361408451
1966,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.274573224810906,315.426300048828,3.28626489639282,3.94509887695312,0,0,2.21014387120186,312.170346922647,1.22109179367508
1966,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.269475745848849,316.241638183594,3.4410719871521,3.60142540931702,0,0,2.18185443187022,313.271073206427,1.19842210425695
1967,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.264213264490404,317.124298095703,2.19496369361877,2.3010470867157,0,0,2.15237640474304,314.392986524851,1.17501861032344
1967,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.258176023501242,317.185882568359,2.66898798942566,1.04130709171295,0,0,2.11995955820435,315.307190360401,1.14816957785357
1967,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.254820644405895,318.127410888672,3.61509037017822,0.948461472988129,0,0,2.10002744697307,316.370039506528,1.13324741681322
1967,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250997259974093,318.878723144531,4.01541996002197,1.33501613140106,0,0,2.07809339630938,317.29155270348,1.11624392582478
1968,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.248878384850171,320.89794921875,4.53413534164429,1.88700866699219,0,0,2.06284571843889,318.4409999233,1.10682078914631
1968,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.243851677588584,322.552947998047,4.62652826309204,2.83050990104675,0,0,2.0329679423503,319.505723364694,1.08446583814714
