Year,Month,yobs,piobs,rrobs,idx_y,idx_pi,rstar_lw,ybar_lw,gg_home,gg_home_f,yobs_us,piobs_us,rrobs_us,idx_y_us,idx_pi_us,rstar_lw_us,ybar_lw_us,gg_foreign
1962,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0849656708283177,292.100738525391,1.53810846805573,1.43980872631073,0,0,2.37989501321842,292.556548181756,1.09495406618111
1962,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0854990804194094,293.324737548828,1.31253671646118,1.49073684215546,0,0,2.3915496852594,293.673586511337,1.10182812478633
1962,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0858408140776354,293.652404785156,0.748095214366913,1.54605162143707,0,0,2.40225128290341,294.581355405615,1.10623205233704
1963,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0871037034277496,294.739593505859,1.32197558879852,1.68209636211395,0,0,2.42628797268888,295.684348749816,1.12250692918511
1963,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0883005695740173,295.855743408203,1.51128315925598,1.72524774074554,0,0,2.44963290728817,296.731073159697,1.13793096386588
1963,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0897521096384168,298.031433105469,1.5377414226532,2.13029646873474,0,0,2.47509251925576,298.056888343213,1.1566369857244
1963,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0901376787433407,298.682922363281,1.92390096187592,2.27353048324585,0,0,2.4867273554149,299.001547341397,1.16160582143316
1964,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0914647571384788,300.772003173828,1.69176089763641,2.17277717590332,0,0,2.51020966374822,300.346556562582,1.17870790361213
1964,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0917003357023372,301.854217529297,1.1847562789917,1.92562925815582,0,0,2.51857658310668,301.425345354808,1.18174380862986
1964,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0922897845210535,303.404144287109,1.11003255844116,1.82935857772827,0,0,2.531493075521,302.688904998525,1.18934004572852
1964,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0923441118658623,303.712188720703,1.0200537443161,2.00505185127258,0,0,2.53846592260582,303.604098471946,1.19004016315858
1965,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0936218973853572,306.104125976562,1.50558924674988,2.55473899841309,0,0,2.56050713835519,305.023421009549,1.20650700719851
1965,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0935264083541031,307.359344482422,1.24120128154755,2.85770630836487,0,0,2.56290501479252,306.096918920102,1.20527643840493
1965,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0938691797620515,309.558135986328,1.23736178874969,2.87848520278931,0,0,2.56932261722634,307.397548986096,1.20969373945422
1965,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0934119518965226,311.83740234375,1.32704043388367,2.96354126930237,0,0,2.56186472268072,308.666163060806,1.20380143606096
1966,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0922911833542202,314.241424560547,1.99792158603668,3.32450222969055,0,0,2.5422680421347,310.03742080599,1.18935807251568
1966,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0900113901145637,314.581085205078,3.24367237091064,3.62130498886108,0,0,2.50708888249737,310.987539867509,1.1599783376948
1966,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0886754265284632,315.426300048828,3.28626489639282,3.94509887695312,0,0,2.48479908427205,312.121925635026,1.14276175190657
