Year,Month,yobs,piobs,rrobs,idx_y,idx_pi,rstar_lw,ybar_lw,gg_home,gg_home_f,yobs_us,piobs_us,rrobs_us,idx_y_us,idx_pi_us,rstar_lw_us,ybar_lw_us,gg_foreign
1962,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26586136738218,292.100738525391,1.53810846805573,1.43980872631073,0,0,2.35165291030383,292.548204744126,1.12729819469261
1962,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.267812280634139,293.324737548828,1.31253671646118,1.49073684215546,0,0,2.36464867912996,293.658292168283,1.13557040441074
1962,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.269064060972033,293.652404785156,0.748095214366913,1.54605162143707,0,0,2.37622277945946,294.594826245078,1.14087816961542
1963,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.273626724293313,294.739593505859,1.32197558879852,1.68209636211395,0,0,2.40335004232795,295.699653079726,1.16022465148947
1963,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.277942017261238,295.855743408203,1.51128315925598,1.72524774074554,0,0,2.42961578088569,296.761530269394,1.17852224026745
1963,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.283170487851303,298.031433105469,1.5377414226532,2.13029646873474,0,0,2.4585574169515,298.062629646308,1.20069186015326
1963,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.284559156247081,298.682922363281,1.92390096187592,2.27353048324585,0,0,2.4711398923256,299.047300012554,1.20658005440653
1964,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.289319153530587,300.772003173828,1.69176089763641,2.17277717590332,0,0,2.49774517217787,300.371297906342,1.2267632664214
1964,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.290139037815517,301.854217529297,1.1847562789917,1.92562925815582,0,0,2.50657701578548,301.472489682462,1.23023971763866
1964,9,282.745422363281,8.26637286456053,2.47743201255798,0,0,1.88307035818109,283.742037547594,1.22227642122668,0.292249762168447,303.404144287109,1.11003255844116,1.82935857772827,0,0,2.52088549130109,302.730235386356,1.23918955407402
1964,12,283.859252929688,4.68596046392398,1.38001990318298,0,0,1.90845388395023,284.906832688279,1.23973560460466,0.292463250696067,303.712188720703,1.0200537443161,2.00505185127258,0,0,2.52817617485683,303.69607430722,1.24009478236704
1965,3,284.457763671875,16.0041046295433,1.34736347198486,0,0,1.96762390494347,286.093250228858,1.28676816935871,0.297126557173959,306.104125976562,1.50558924674988,2.55473899841309,0,0,2.55367783447307,305.088819394761,1.25986800863751
1965,6,287.014404296875,15.3370069892258,1.54311776161194,0,0,2.06878849901686,287.64382229448,1.38062318253218,0.296883235706708,307.359344482422,1.24120128154755,2.85770630836487,0,0,2.55642891622042,306.193260558177,1.25883628351903
1965,9,288.46240234375,3.50339788788308,-1.39224314689636,0,0,2.03146573037493,288.942033100152,1.33427831438503,0.298241352619248,309.558135986328,1.23736178874969,2.87848520278931,0,0,2.56437386214345,307.489179066942,1.26459493419763
1965,12,289.328887939453,5.27340093157053,-2.7846040725708,0,0,1.99249369823404,290.149945334574,1.289322585402,0.296737658652849,311.83740234375,1.32704043388367,2.96354126930237,0,0,2.55657729574125,308.755910422767,1.25821901162421
1966,3,290.866760253906,4.78888041264055,-2.35988593101501,0,0,1.98466608821207,291.398250233847,1.2779047017062,0.292885268013058,314.241424560547,1.99792158603668,3.32450222969055,0,0,2.53515345015598,310.105626534374,1.2418842088048
1966,6,293.058135986328,4.54271900988316,-1.96014094352722,0,0,1.97139756434486,292.658983619603,1.26504232370272,0.284893895965517,314.581085205078,3.24367237091064,3.62130498886108,0,0,2.49553447060537,311.09715291233,1.20799940872642
1966,9,295.318023681641,8.26438093018434,1.24697089195251,0,0,1.94313921366683,293.896346846768,1.23363497958384,0.280299336844411,315.426300048828,3.28626489639282,3.94509887695312,0,0,2.47111761101678,312.238439306313,1.18851768314278
1966,12,297.246032714844,3.27937426572959,3.06216382980347,0,0,1.89071874366285,295.068583028077,1.17857619259761,0.275103087635309,316.241638183594,3.4410719871521,3.60142540931702,0,0,2.44337285372484,313.344440345305,1.16648468748691
1967,3,298.065643310547,0.954957422682718,2.15660548210144,0,0,1.82187258995972,296.028316807234,1.10741828868107,0.269643533987779,317.124298095703,2.19496369361877,2.3010470867157,0,0,2.41382283601602,314.466346585434,1.1433352354575
1967,6,299.692352294922,6.39613676084484,2.8794162273407,0,0,1.83436041883323,297.173132565477,1.11850586650187,0.263268582615403,317.185882568359,2.66898798942566,1.04130709171295,0,0,2.38110724782182,315.390616995759,1.11630433870069
1967,9,300.383880615234,11.0739529746335,3.40661549568176,0,0,1.81249306696288,298.202482578282,1.09226691557498,0.259857727139697,318.127410888672,3.61509037017822,0.948461472988129,0,0,2.36173907428043,316.456397967245,1.10184172136752
1967,12,301.026672363281,20.9648174944651,3.72790837287903,0,0,1.81396579371389,299.321536950432,1.09011327446197,0.255827797497159,318.878723144531,4.01541996002197,1.33501613140106,0,0,2.33984022841064,317.386010679001,1.08475412246023
1968,3,301.713836669922,11.2565762419013,2.01864099502563,0,0,1.77847899580591,300.440679207829,1.04917682133461,0.253684835268225,320.89794921875,4.53413534164429,1.88700866699219,0,0,2.32464465772323,318.52800214763,1.0756675918531
1968,6,301.062469482422,8.47844224177991,-2.4236147403717,0,0,1.67291857455944,301.294137463101,0.9416537457708,0.24830063235083,322.552947998047,4.62652826309204,2.83050990104675,0,0,2.29325189121445,319.587640678649,1.05283763995598
1968,9,300.811553955078,10.8173519403366,-4.27833271026611,0,0,1.60913444962706,302.152830547539,0.877804876874033,0.241323136228043,323.325927734375,4.44615316390991,2.20865368843079,0,0,2.25466445992568,320.525052903027,1.02325184921044
1968,12,301.178558349609,-0.0193450441244636,-5.58464431762695,0,0,1.54371292915738,302.944998603846,0.811731212281411,0.235034577075302,323.716918945312,4.6284761428833,1.73939299583435,0,0,2.21971089737493,321.377928171633,0.996587270411698
1969,3,301.366760253906,2.42049642717382,-4.26579570770264,0,0,1.47919725753157,303.580166305529,0.744883594065871,0.230526487527603,325.26953125,4.34696102142334,2.14415216445923,0,0,2.19126196034995,322.443228390929,0.977472190779505
1969,6,302.807281494141,7.80708321325714,0.700082838535309,0,0,1.47384671166142,304.37008783809,0.740506807894354,0.22269565821259,325.571899414062,4.75921201705933,3.7299964427948,0,0,2.14822914591339,323.226309038555,0.944268119662735
1969,9,304.006408691406,-0.394658124525513,2.05463051795959,0,0,1.42456814148571,305.025287533424,0.689628350947995,0.217350457565969,326.230133056641,4.58822154998779,4.38154220581055,0,0,2.11643920223509,324.145974586966,0.921603544141523
1969,12,304.632232666016,2.51294743399441,3.10530471801758,0,0,1.3857813409171,305.544588488746,0.650317855882847,0.211011435102376,325.741577148438,4.66998434066772,4.30650901794434,0,0,2.0816532515459,324.859993767072,0.894724992174057
1970,3,306.723846435547,3.40476369887806,5.29814004898071,0,0,1.42917031913314,306.31825909094,0.689912667779245,0.207830979338838,325.592651367188,4.33164119720459,3.92694425582886,0,0,2.06218044960968,325.648607532364,0.881239309482211
1970,6,307.596649169922,3.12365928039115,4.50958633422852,0,0,1.40454302882865,306.891203920648,0.660360822676721,0.205668977582263,325.734039306641,4.5012731552124,3.24606156349182,0,0,2.04766858958206,326.430631846925,0.872072047983832
1970,9,308.548034667969,5.23445843430888,4.85732936859131,0,0,1.42918529602782,307.612132724007,0.679304939408095,0.204329784618367,326.651031494141,4.42521715164185,2.13953065872192,0,0,2.03621595948632,327.378091218108,0.866393638121541
1970,12,307.942810058594,4.67924375335777,5.50098180770874,0,0,1.41038055792176,308.147375319003,0.657621971679628,0.200348527511988,325.573760986328,5.5785083770752,1.13124179840088,0,0,2.01582720841776,327.826465798552,0.849512419188455
1971,3,307.6943359375,2.87583119218484,4.15107822418213,0,0,1.47131969866436,308.751062257853,0.708098337830692,0.204189981594726,328.252807617188,5.03568029403687,-0.506063401699066,0,0,2.02801741301487,329.010484841681,0.865800849113813
1971,6,309.204925537109,4.09363011430492,3.79271483421326,0,0,1.58357715944599,309.610378744701,0.818290796526971,0.199490082473882,328.793273925781,4.53709173202515,-0.0617176927626133,0,0,2.00215843621123,329.67487378389,0.845872463706286
1971,9,311.095489501953,7.40116902220002,3.92023730278015,0,0,1.65770651532296,310.535906180674,0.886792700067332,0.198064528383614,329.612121582031,3.75224614143372,0.655690133571625,0,0,1.99234568313861,330.456554909704,0.839827867726737
1971,12,312.431549072266,4.18760424848744,3.46954607963562,0,0,1.69075094953488,311.426791542728,0.913640974877106,0.197098186644595,329.845611572266,2.27759718894958,-0.101146534085274,0,0,1.98628522108123,331.074589445726,0.835730411565357
1972,3,313.217864990234,8.41949367255519,3.2219820022583,0,0,1.72735781817115,312.274115959908,0.940302512709156,0.19990388388985,331.665863037109,3.81802749633789,-0.925238788127899,0,0,1.99601901739704,331.962578940759,0.847627053302264
1972,6,315.445190429688,0.475634147884293,2.95937132835388,0,0,1.80969834472386,313.385918542314,1.01492269531453,0.200294632435901,333.911163330078,2.69639086723328,0.481130748987198,0,0,1.99264557828271,332.884714035684,0.849283894741395
1972,9,316.078826904297,2.55328128651689,1.88694202899933,0,0,1.80550148706801,314.307126663909,1.00575641247645,0.197838394771633,334.851104736328,2.99610805511475,1.24993205070496,0,0,1.97649667641656,333.549198346746,0.838869022088292
1972,12,315.850433349609,3.27497487373127,2.95975494384766,0,0,1.84386494063016,315.237593463871,1.03670666886631,0.198105144718834,336.510559082031,2.50357961654663,2.08515548706055,0,0,1.97118827182494,334.358017381074,0.840000088015148
1973,3,315.399444580078,4.38188791371989,3.88248014450073,0,0,1.9354042486254,316.170954042075,1.1220815324147,0.19742358059887,338.954986572266,2.77796268463135,3.53107190132141,0,0,1.95791397544843,335.3229209384,0.837110138228283
1973,6,317.413330078125,11.7497667602478,4.59894418716431,0,0,2.13286649919774,317.524354426159,1.3176977039454,0.192373678539848,340.038452148438,5.41118144989014,4.89767456054688,0,0,1.92324166783843,336.12146110962,0.815697679808452
1973,9,320.759918212891,10.2044524889848,4.84977293014526,0,0,2.28370063304006,319.141187617763,1.4668525386041,0.186773528430285,339.511322021484,5.28131055831909,7.6540002822876,0,0,1.88717380423947,336.671243083145,0.791952074455255
1973,12,321.938323974609,7.23804240206829,2.20362639427185,0,0,2.31056265720791,320.557126966494,1.4877621267588,0.185466569216174,340.455596923828,5.5307674407959,6.45159912109375,0,0,1.86848887774971,337.610441337055,0.786410341268855
1974,3,321.660339355469,9.41365549113879,0.505576252937317,0,0,2.35509085614704,321.792986423077,1.53138676811639,0.179570605319509,339.593353271484,6.80897235870361,5.22454738616943,0,1,1.82946097400262,338.176422987746,0.761410434279251
1974,6,325.942260742188,14.7931651823861,-0.551586389541626,0,0,2.58014708917342,323.853343749222,1.75185830419167,0.177114961232242,339.830871582031,9.8184871673584,6.26708221435547,0,1,1.80532824564463,338.993143460105,0.750998078495326
1974,9,327.958557128906,10.079831558497,-1.69937574863434,0,0,2.56209866456956,325.451891722482,1.73120751348101,0.172289976822808,338.880676269531,11.2713623046875,6.09521865844727,0,1,1.77179462293936,339.545763909453,0.73053930982302
1974,12,330.910491943359,8.97761245415388,-2.32990121841431,0,0,2.60877508127108,327.322624711721,1.77190137715662,0.170757640772324,338.491729736328,9.65632438659668,2.29752230644226,0,1,1.75401249884762,340.268285869114,0.724041939857682
1975,3,332.137359619141,16.948765849787,-2.1464638710022,0,0,2.55681108565069,328.965666712283,1.71441952553842,0.168662657248226,337.265441894531,7.73817729949951,-1.97696793079376,0,1,1.73636622438983,340.735527262158,0.715158847259911
1975,6,333.515625,14.7703207653174,-3.03533959388733,0,0,2.52909690780717,330.666756760726,1.67629674741726,0.171484995399428,337.97802734375,6.05059862136841,-3.76218819618225,0,1,1.74158591876167,341.43841443777,0.727126049317092
1975,9,334.548553466797,18.9790948983583,-4.26768159866333,0,0,2.45522706017572,332.292097019482,1.59241941188468,0.173823115317717,339.675323486328,5.95547771453857,-3.16738605499268,0,1,1.74419442825824,342.182278742799,0.737040082291555
1975,12,335.12158203125,8.45470789827546,-4.95972633361816,0,0,2.33024522466331,333.736078190475,1.45849268068866,0.175098595247919,341.013366699219,6.46425580978394,-2.86888527870178,0,1,1.74269701650705,342.791530008804,0.742448337867914
1976,3,335.101104736328,21.1564128354255,-6.55744647979736,0,0,2.19176323722143,334.997433893782,1.30917004435567,0.178371803851102,343.237609863281,6.03245210647583,-2.21198081970215,0,1,1.74949538806285,343.63036063766,0.756327308647135
1976,6,336.069274902344,8.15814293368123,-6.94716453552246,0,0,2.06082827398381,336.200934554968,1.17011463269291,0.178907042854999,343.968688964844,4.77071857452393,-1.15599727630615,0,1,1.74545209200419,344.22513954785,0.758596814625994
1976,9,336.800720214844,35.9227544860341,-4.61012268066406,0,1,1.89016277317843,337.210682808282,0.988155087062994,0.182523947662237,344.515075683594,6.21643304824829,-0.653274774551392,0,1,1.75729215202072,344.873883092996,0.773933116773698
1976,12,336.558197021484,19.647036456108,-4.58854579925537,0,0,1.68930443776826,337.86001408098,0.774085063139502,0.188186668298455,345.235382080078,6.21274375915527,-0.801753997802734,0,0,1.77956946643351,345.579904244444,0.79794403198531
1977,3,337.048400878906,15.5247868977599,-9.57820510864258,0,0,1.56159582971796,338.46743828895,0.632139301742657,0.194939293641118,346.414215087891,6.67542695999146,-1.01826095581055,0,0,1.80695881455831,346.357456151198,0.826576331717966
1977,6,337.337615966797,18.4191346161191,-10.2699546813965,0,0,1.43988569009271,338.923082619332,0.496310337123461,0.201543623106922,348.338073730469,6.06592512130737,-0.518225848674774,0,0,1.83250774229194,347.260101069788,0.854579831275886
1977,9,337.214111328125,24.6402039229394,-10.010214805603,0,1,1.33480757521931,339.250998467515,0.379635169580265,0.205722515085739,350.125305175781,6.59842157363892,-0.0717783272266388,0,0,1.84614817364281,348.201155576337,0.872299056261156
1977,12,336.906585693359,13.2851235064141,-11.1494741439819,0,0,1.25573949557215,339.497223859632,0.291594433918047,0.207431758777889,350.126770019531,5.77099084854126,0.265451848506927,0,0,1.85088822716147,348.865077314064,0.879546545234162
1978,3,335.424133300781,28.4482638503972,-7.09284496307373,0,1,1.20584543153077,339.556952287417,0.228993328479833,0.213209756716105,350.446563720703,6.19207906723022,0.431894451379776,0,0,1.87557046726858,349.543728403821,0.904046256150509
1978,6,334.879943847656,34.4040646270215,-6.1517505645752,0,1,1.2705183516936,339.828449992441,0.277965209137747,0.222294999726649,354.237670898438,6.84202527999878,1.09146618843079,0,0,1.91013982396466,350.89014545109,0.942569258363941
1978,9,334.156829833984,33.6510139818635,-5.90746259689331,0,1,1.3232840416772,340.072998022229,0.326112097610772,0.220534972526207,355.238464355469,6.80454158782959,1.88469922542572,0,0,1.89489912559092,351.660359863868,0.935106438529661
1978,12,334.22802734375,27.5799114334081,-6.07792186737061,0,1,1.42807932958118,340.502879319681,0.424071150314272,0.221259940996339,356.574554443359,7.11619281768799,3.17512392997742,0,0,1.89021864513063,352.642640524794,0.938180430270683
1979,3,333.87890625,27.7729118941942,-8.93825531005859,0,1,1.51842441139904,340.880292710774,0.510119852195298,0.219753431052682,356.752899169922,5.42757225036621,3.45447134971619,0,0,1.87599885251047,353.439656591293,0.931792567466496
1979,6,335.241455078125,30.1789035440857,-11.5690279006958,0,1,1.69247532021853,341.590978109258,0.678084708927387,0.220210530066287,356.860595703125,8.69945430755615,3.40047931671143,0,0,1.87121397648876,354.276031468879,0.933730746367428
1979,9,337.043914794922,31.6006296529547,-11.1211156845093,0,1,1.83348347546707,342.444266223165,0.812058625463934,0.221579692890769,357.600280761719,7.31444835662842,4.1434383392334,0,0,1.86990528126236,355.232252653378,0.939536233623721
1979,12,338.237579345703,28.1257749916668,-9.78854465484619,0,1,1.9301774411652,343.29489723304,0.903498595502279,0.221290010287942,357.849273681641,8.25732040405273,6.22476148605347,0,0,1.86117883774273,356.091465028414,0.938307929269402
1980,3,339.9013671875,27.8906578266398,-9.06704235076904,0,1,2.04781794247414,344.299738180072,1.01540970552307,0.221588749852213,358.164428710938,9.66786766052246,7.54290056228638,0,0,1.85522815051761,357.09850017305,0.939574636707202
1980,6,342.280975341797,23.4898966774753,-9.47286701202393,0,1,2.1531734648528,345.480651905515,1.11722603803854,0.219614620453052,356.08203125,8.8497486114502,4.79822158813477,0,0,1.84304413044754,357.682633965502,0.931203986508276
1980,9,343.842041015625,29.9910672298375,-9.04716873168945,0,1,2.2026350332127,346.57314810992,1.15612374005411,0.224641324307466,355.962371826172,8.80780124664307,1.32587110996246,0,0,1.86354667745188,358.601586065306,0.952518080527018
1980,12,346.334564208984,35.7625211373747,-6.73235130310059,0,1,2.27524939563404,347.943939611221,1.21892336377308,0.228827845358109,357.81103515625,9.62799549102783,6.77771997451782,0,0,1.87798243398216,359.7023847188,0.970269654096746
1981,3,346.846862792969,40.8566840871742,4.41109418869019,0,1,2.2178617873625,349.006990072223,1.15644183387882,0.228321800519402,359.750885009766,8.77752113342285,6.98759508132935,0,0,1.86901167077561,360.833810523702,0.968123936429207
1981,6,348.549438476562,32.407531025091,-0.475720793008804,0,1,2.1995938400147,350.243846288796,1.13798209564754,0.222972685356246,359.006744384766,7.48833751678467,7.81903505325317,0,0,1.84019302803241,361.49589107044,0.945442762680633
1981,9,349.967254638672,27.1036714422522,-6.70150232315063,0,1,2.09935502950155,351.381507595297,1.03228380563134,0.222775812427674,360.197662353516,7.29952526092529,7.87652778625488,0,0,1.833359506546,362.64721417563,0.944607987402267
1981,12,348.992004394531,32.0663015727661,-9.15346145629883,0,1,1.90231435756439,352.035046478674,0.835901810075501,0.216752070054449,359.102600097656,7.05227994918823,4.52694797515869,0,0,1.80223520835656,363.379184756132,0.91906627756494
1982,3,350.301361083984,30.2248147883162,-8.47746849060059,0,1,1.8194392868566,353.010021870969,0.750068776904187,0.214428693999413,357.535888671875,5.81238269805908,5.53453922271729,0,0,1.79181932271899,364.001556869633,0.909214761121529
1982,6,349.372039794922,30.5310741347736,-5.88855218887329,0,1,1.57478090261867,353.484095592986,0.496913998650915,0.217677022547857,357.991271972656,5.37435817718506,6.49524927139282,0,0,1.80728414402495,364.961956710815,0.922988236164127
1982,9,347.589874267578,31.4051515107765,-1.27438616752625,0,1,1.334070728404,353.711142358823,0.250001382261957,0.219066019608993,357.608520507812,6.3613657951355,3.97685670852661,0,0,1.81624306994569,365.725991990213,0.928877824015379
1982,12,346.692535400391,30.7670480818667,-1.00137627124786,0,1,1.10694692195133,354.073868707173,0.0140536996136411,0.223315965322136,357.648223876953,5.53194999694824,2.80404734611511,0,0,1.84000867189099,366.536938107995,0.946898329127284
1983,3,339.537994384766,0.174821502959183,-3.16743755340576,0,0,0.63925108191974,353.010831154456,-0.463346609083548,0.22943925058221,358.958099365234,5.21913862228394,2.50767707824707,0,0,1.87215186092787,367.478888266349,0.97286211802688
1983,6,337.435943603516,0.191963683120932,-1.44982719421387,0,0,0.587811482793669,352.550789611881,-0.522855142497127,0.234725028352674,361.208221435547,3.04846906661987,2.90864014625549,0,0,1.89890388470066,368.517712567045,0.995274730272362
1983,9,336.217163085938,0.203082236732214,17.1678447723389,0,0,0.499957276788267,351.812477548928,-0.616305125815237,0.237465895984396,363.186309814453,6.03385210037231,3.82983779907227,0,0,1.91297150541106,369.495821603105,1.00689648323164
1983,12,336.834777832031,0.177686261793085,27.2697010040283,0,0,0.505513415345255,351.231561099936,-0.615434739207675,0.239308582629261,365.251678466797,3.18787503242493,4.22915458679199,0,0,1.92159664110762,370.507597598672,1.01470979341128
1984,3,336.786407470703,0.165593124104355,39.9706687927246,0,0,0.496133654167932,350.411208498332,-0.627838427707966,0.239591456428554,367.186950683594,4.0190544128418,4.66107797622681,0,0,1.92147148487556,371.522040871509,1.01590922726061
1984,6,339.295043945312,0.160378466750508,50.1172103881836,0,0,0.628272012619252,349.981229362823,-0.4972089067888,0.238302956734964,368.900909423828,4.65562963485718,6.14986610412598,0,0,1.91270813282447,372.543143812142,1.01044576563493
1984,9,342.333984375,0.149806120139317,50.1211700439453,0,0,0.722233318447498,349.627273180344,-0.403418056052452,0.235313878856319,369.8603515625,3.73766088485718,7.00095081329346,0,0,1.8957296924242,373.460952344007,0.997771558285541
1984,12,344.852142333984,0.175171663291906,50.1349220275879,0,0,0.790170479567506,349.299638380758,-0.336246870917894,0.232737461187808,370.677368164062,2.83661651611328,4.76729249954224,0,0,1.87992914800676,374.391009227447,0.986847101621964
1985,3,347.0400390625,0.277560819864874,58.2466773986816,0,0,0.858075405445497,349.245441652573,-0.26902185098403,0.229991850517991,371.641448974609,5.41925525665283,4.58007144927979,0,0,1.86230114958811,375.34535092725,0.975205237360565
