Year,Month,yobs,piobs,rrobs,idx_y,idx_pi,rstar_lw,ybar_lw,gg_home
1997,12,329.698059082031,2.91970992088318,-6.83764600753784,0,0,-1.2616687520338,329.661005727054,0.960120351148777
1998,3,331.276519775391,3.07430744171143,-3.49054455757141,0,0,-1.26934469159724,330.748651789835,0.9655788314442
1998,6,332.720092773438,8.39675712585449,-3.74605894088745,0,0,-1.26719221086068,331.953770016189,0.978230656684137
1998,9,334.046936035156,4.35824346542358,-3.26637363433838,0,0,-1.26334769140657,333.230707241034,0.990647494698599
1998,12,335.302581787109,3.91385316848755,-5.68411827087402,0,0,-1.26232898266215,334.558969719282,0.998700900831065
1999,3,336.314178466797,3.42454934120178,-3.80546903610229,0,0,-1.266046403329,335.815732231289,1.0000134658242
1999,6,337.217468261719,0.129934445023537,-6.62524747848511,0,0,-1.26873395792778,337.000726679503,0.999871561583234
1999,9,338.488952636719,-1.09360635280609,-8.37377071380615,0,0,-1.26621575203198,338.253758993464,1.00277449465332
1999,12,339.803527832031,-2.50642156600952,-8.4290714263916,0,0,-1.26233256388059,339.331194168298,1.00463094986383
2000,3,341.821441650391,-0.409100413322449,-6.22778797149658,0,0,-1.24504665296124,340.517212875904,1.01738490210179
2000,6,343.769317626953,-1.58838832378387,-7.99087524414062,0,0,-1.22109485094188,341.701752909107,1.03457765166124
2000,9,345.11962890625,-0.937954425811768,-0.696944773197174,0,0,-1.18770988214181,342.701615149108,1.05828247194597
2000,12,347.016143798828,1.99894595146179,-0.564724087715149,0,0,-1.13273481625638,343.983694682969,1.10176881966594
2001,3,348.791137695312,-2.49883437156677,-0.984013080596924,0,0,-1.07557606318035,345.352928981418,1.14782140237339
2001,6,350.699035644531,-0.646214783191681,-1.99998354911804,0,0,-1.01965021897708,346.880776982946,1.19372276204772
2001,9,351.869384765625,1.59682428836823,-1.74475169181824,0,0,-0.969961330433278,348.269338593905,1.23344914573761
2001,12,353.068054199219,2.19020557403564,-0.461964637041092,0,0,-0.912592478258278,349.683952409113,1.28014400395141
2002,3,355.286315917969,10.1958074569702,1.5507994890213,0,0,-0.848370416778442,351.486319410356,1.33450795230012
2002,6,357.252593994141,2.28464698791504,1.36772310733795,0,0,-0.800399293912945,353.238148748164,1.37429794245188
2002,9,358.924377441406,0.791289627552032,-0.0199582893401384,0,0,-0.761385019653463,355.023059160424,1.40641543993769
