Year,Month,yobs,piobs,rrobs,idx_y,idx_pi,rstar_lw,ybar_lw,gg_home
1992,9,337.599884033203,29.1212348937988,-12.3050146102905,0,1,-0.35615938097321,337.87712220323,1.75543409593743
1992,12,338.622528076172,37.9636726379395,-0.580106556415558,0,1,-0.334301848495842,339.44727730152,1.76271739063458
1993,3,339.609558105469,36.6299171447754,2.05363273620605,0,1,-0.232478085364361,341.158031133351,1.80310852159985
1993,6,340.436248779297,25.6430206298828,2.7060341835022,0,1,-0.0862672878781159,343.119883769852,1.86342443914468
1993,9,341.548187255859,19.8598442077637,0.567365229129791,0,0,0.0669536779649511,345.27706618486,1.92362051027888
1993,12,342.322174072266,35.0865364074707,4.02114343643188,0,1,0.216791747145756,347.374021125352,1.97225905296812
1994,3,343.272430419922,32.1884880065918,0.959467828273773,0,1,0.378297828673557,349.584602952136,2.01998511318347
1994,6,344.216552734375,25.7212619781494,4.57206726074219,0,1,0.545845589073177,351.794524548865,2.06118515770909
1994,9,345.577178955078,24.7141799926758,5.52130126953125,0,1,0.722482190953029,354.036318215057,2.09956265808708
1994,12,347.435699462891,32.598819732666,7.79262161254883,0,1,0.899346733625575,356.344796477968,2.13422432271201
1995,3,350.295257568359,31.2614307403564,8.58083248138428,0,1,1.05813247834977,358.891159297609,2.15985938399377
1995,6,352.117279052734,22.4250373840332,6.74143362045288,0,0,1.18090722449095,361.229539145938,2.15801450415126
1995,9,365.470886230469,6.44305324554443,-0.12186611443758,1,0,1.29112711135853,363.627773456526,2.14770060315825
1995,12,366.861175537109,20.9578475952148,1.34984719753265,1,0,1.38645432666506,365.877975347191,2.12336156726728
1996,3,368.15283203125,25.026725769043,5.02631235122681,1,1,1.48440773490705,368.081176164768,2.09691066448641
1996,6,370.328979492188,19.684326171875,6.44399929046631,1,0,1.58025617396954,370.35746032341,2.06897090432553
1996,9,371.224945068359,7.94722461700439,4.67668056488037,1,0,1.66315375763375,372.567282305916,2.03024344953827
1996,12,368.795684814453,16.4145278930664,4.94227886199951,1,0,1.74558280779408,374.532554142279,1.98473301828078
1997,3,373.960021972656,20.5694236755371,6.92750453948975,1,0,1.83999130049023,376.74139614507,1.9489417959787
1997,6,375.350280761719,11.1478023529053,7.39481687545776,1,0,1.91951243779927,378.717997624261,1.89781247015337
1997,9,375.150085449219,6.08142757415771,6.52743577957153,1,0,2.00759075091618,380.397277014232,1.84836822529816
