Matlab Date,Year,Month,ii Rate,CPI Level,Real GDP Level,Population,Inflation Exp,CPI QoQ Ann,CPI YoY,GDP QoQ Ann,GDP YoY,rr ante,rr post
711766,1948,9,NaN,5.49665059481691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
711858,1948,12,NaN,5.58154095128791,NaN,NaN,NaN,6.17760616263621,NaN,NaN,NaN,NaN,NaN
711948,1949,3,NaN,5.75132166366527,NaN,NaN,NaN,12.1673003107279,NaN,NaN,NaN,NaN,NaN
712039,1949,6,NaN,5.81498943114279,NaN,NaN,NaN,4.42804427926535,NaN,NaN,NaN,NaN,NaN
712131,1949,9,NaN,5.98477014343611,NaN,NaN,NaN,11.6788320463002,8.88030883897682,NaN,NaN,NaN,NaN
712223,1949,12,NaN,6.06966049908141,NaN,NaN,NaN,5.67375879846628,8.74524709311444,NaN,NaN,NaN,NaN
712313,1950,3,NaN,6.1545508556984,NaN,NaN,NaN,5.59440559351521,7.01107007421591,NaN,NaN,NaN,NaN
712404,1950,6,NaN,6.40922192345531,NaN,NaN,NaN,16.5517239992329,10.2189780282324,NaN,NaN,NaN,NaN
712496,1950,9,NaN,6.47288969104865,NaN,NaN,NaN,3.97350994262433,8.1560283171091,NaN,NaN,NaN,NaN
712588,1950,12,NaN,6.72756075955599,NaN,8.18,NaN,15.7377048374255,10.8391607829492,NaN,NaN,NaN,NaN
712678,1951,3,NaN,7.04589959498008,NaN,8.21754158245191,NaN,18.9274446891861,14.482758533978,NaN,NaN,NaN,NaN
712769,1951,6,NaN,7.47035137532643,NaN,8.27330250536821,NaN,24.0963854011634,16.5562913025026,NaN,NaN,NaN,NaN
712861,1951,9,NaN,7.87358056603332,NaN,8.3285766759424,NaN,21.590908938431,21.6393441235633,NaN,NaN,NaN,NaN
712953,1951,12,NaN,8.44659046920334,NaN,8.38228971862182,NaN,29.1105119641243,25.5520503059834,NaN,NaN,NaN,NaN
713044,1952,3,NaN,8.70126153763385,NaN,8.43447410471864,NaN,12.0603014605265,23.493975756242,NaN,NaN,NaN,NaN
713135,1952,6,NaN,9.01960037226846,NaN,8.48525649509832,NaN,14.6341462445537,20.7386362314762,NaN,NaN,NaN,NaN
713227,1952,9,NaN,9.18938108379912,NaN,8.5353523866049,NaN,7.52941170443273,16.7115901936938,NaN,NaN,NaN,NaN
713319,1952,12,NaN,9.27427144078128,NaN,8.58397772271147,NaN,3.69515013940685,9.79899492695542,NaN,NaN,NaN,NaN
713409,1953,3,NaN,9.35916179600078,NaN,8.63046682908279,NaN,3.66132717859517,7.56097556108901,NaN,NaN,NaN,NaN
713500,1953,6,NaN,9.44405215247859,NaN,8.67510008408617,NaN,3.62811791603298,4.70588233060903,NaN,NaN,NaN,NaN
713592,1953,9,NaN,9.5077199211002,NaN,8.71966157891703,NaN,2.69662926860912,3.46420324065471,NaN,NaN,NaN,NaN
713684,1953,12,NaN,9.44405215230386,NaN,8.76466520710819,NaN,-2.67857149031272,1.83066360098121,NaN,NaN,NaN,NaN
713774,1954,3,NaN,9.50771992181443,NaN,8.81055641126048,NaN,2.6966293063108,1.58730160939335,NaN,NaN,NaN,NaN
713865,1954,6,NaN,9.47991295944149,NaN,8.85723446453254,NaN,-1.16986880562769,0.379718434247465,NaN,NaN,NaN,NaN
713957,1954,9,NaN,9.47975155030626,NaN,8.90523708556491,NaN,-0.00681057456631606,-0.294164857884255,NaN,NaN,NaN,NaN
714049,1954,12,NaN,9.47316569336846,NaN,8.95368165926963,NaN,-0.277891541897588,0.3082738277499,NaN,NaN,NaN,NaN
714139,1955,3,NaN,9.55774752857188,NaN,9.00232845150516,NaN,3.5714285146571,0.526178801740528,NaN,NaN,NaN,NaN
714230,1955,6,NaN,9.64232936527331,NaN,9.05187242125868,NaN,3.5398230157715,1.71326895644182,NaN,NaN,NaN,NaN
714322,1955,9,NaN,9.72691119963088,NaN,9.10262446005683,NaN,3.50877183939338,2.60723762656659,NaN,NaN,NaN,NaN
714414,1955,12,NaN,9.81149303667842,NaN,9.1531623498354,NaN,3.47826089132008,3.57142854100825,NaN,NaN,NaN,NaN
714505,1956,3,NaN,9.89607487188613,NaN,9.2029343040023,NaN,3.4482758084427,3.53982297924125,NaN,NaN,NaN,NaN
714596,1956,6,NaN,10.2132567589902,NaN,9.25194123352752,NaN,12.820512827975,5.92105260138744,NaN,NaN,NaN,NaN
