Matlab Date,Year,Month,ii Rate,CPI Level,Real GDP Level,Population
722905,1979,3,NaN,NaN,NaN,9.44975076144649
722996,1979,6,NaN,NaN,NaN,9.46431871075687
723088,1979,9,NaN,NaN,NaN,9.4792400359489
723180,1979,12,NaN,NaN,NaN,9.4946763642659
723271,1980,3,NaN,NaN,NaN,9.51102562566281
723362,1980,6,NaN,NaN,NaN,9.5282643372657
723454,1980,9,NaN,NaN,NaN,9.5461956836461
723546,1980,12,NaN,NaN,NaN,9.56407641553922
723636,1981,3,NaN,NaN,NaN,9.58162987334214
723727,1981,6,NaN,NaN,NaN,9.59941451854498
723819,1981,9,NaN,NaN,NaN,9.617304474274
723911,1981,12,NaN,NaN,NaN,9.63445349605522
724001,1982,3,NaN,NaN,NaN,9.65024821656004
724092,1982,6,NaN,NaN,NaN,9.66495096161311
724184,1982,9,NaN,NaN,NaN,9.67957254829085
724276,1982,12,NaN,NaN,NaN,9.69471708105301
724366,1983,3,NaN,NaN,NaN,9.71092643346405
724457,1983,6,NaN,NaN,NaN,9.72815714523642
724549,1983,9,NaN,NaN,NaN,9.74615058303488
724641,1983,12,NaN,NaN,NaN,9.76407108878638
724732,1984,3,NaN,NaN,NaN,9.78174646667463
724823,1984,6,NaN,NaN,NaN,9.79954676932877
724915,1984,9,NaN,NaN,NaN,9.81736958067417
725007,1984,12,NaN,NaN,NaN,9.83446505569047
725097,1985,3,NaN,NaN,NaN,9.85023914394105
725188,1985,6,NaN,NaN,NaN,9.86493932786015
725280,1985,9,NaN,NaN,NaN,9.87956629061144
725372,1985,12,NaN,NaN,NaN,9.89471624661968
725462,1986,3,NaN,NaN,NaN,9.91105744597675
725553,1986,6,NaN,NaN,NaN,9.92868049912261
725645,1986,9,NaN,NaN,NaN,9.94690965256478
725737,1986,12,NaN,NaN,NaN,9.96440084836053
725827,1987,3,NaN,NaN,NaN,9.98049962042553
725918,1987,6,NaN,NaN,NaN,9.99595524118372
726010,1987,9,NaN,NaN,NaN,10.0110291497257
726102,1987,12,NaN,NaN,NaN,10.0253498666542
726193,1988,3,NaN,NaN,NaN,10.038927368087
726284,1988,6,NaN,NaN,NaN,10.0519051609882
