Matlab Date,Year,Month,ii Rate,CPI Level,Real GDP Level,Population,Inflation Exp,CPI QoQ Ann,CPI YoY,GDP QoQ Ann,GDP YoY,rr ante,rr post
729206,1996,6,26.2992383089738,25.2745168457328,14290103.4,92.2797191322311,NaN,24.6221057870329,34.2332352728019,4.29382111034624,8.05339571520499,NaN,-7.93399696382816
729298,1996,9,24.4154810215944,26.7689966405313,14501981.9,92.6543819185542,NaN,23.6519622340595,30.7961674912392,5.93077584029243,7.35304503124598,NaN,-6.38068646964484
729390,1996,12,24.2136960963898,28.3370763639572,14961659.7,93.0260409284205,NaN,23.4312812614236,27.9531094000569,12.6790338912228,8.27799700313092,NaN,-3.73941330366705
729480,1997,3,21.0771884809069,29.8001732433282,15013423.5,93.3915144614257,NaN,20.6527569828191,25.1637409394911,1.38390528959837,6.18947576619473,NaN,-4.0865524585842
729571,1997,6,18.9410951654549,30.7355499189785,15371283.5,93.7549457504532,NaN,12.555318628689,21.6068742543251,9.53440099788037,7.56593615690701,NaN,-2.66577908887018
729663,1997,9,17.3529195546033,31.9774602924873,15689577.9,94.1223455909375,NaN,16.1625268040756,19.4570746221762,8.28283207449789,8.18919791921682,NaN,-2.10415506757283
729755,1997,12,17.301325087306,33.1271462606248,16132023.7,94.4877740100745,NaN,14.3812042310016,16.9038959247051,11.2799924337033,7.82242093101475,NaN,0.397429162600911
729845,1998,3,17.0372573880556,34.2917767796107,16381963.4,94.8492709162695,NaN,14.0625517190435,15.0724074642352,6.19735514026053,9.11544192435522,NaN,1.96484992382036
729936,1998,6,16.5025553142913,35.4908597421841,16496587.9,95.2107301669217,NaN,13.9868280407842,15.4716926677445,2.79879760932687,7.32082262356295,NaN,1.03086264654673
730028,1998,9,18.2082435328999,37.0140853852628,16579133.7,95.5765655593828,NaN,17.1675259956372,15.7505475628994,2.00152420610561,5.66972423139566,NaN,2.45769597000049
730120,1998,12,19.8050395062457,38.8360186410297,16608721.4,95.9391681334241,NaN,19.6890803790319,17.2332151266243,0.713853945215533,2.95497768206229,NaN,2.57182437962144
