Matlab Date,Year,Month,ii Rate,CPI Level,Real GDP Level,Population,CPI QoQ Ann,CPI YoY,GDP QoQ Ann,GDP YoY
719344,1969,6,NaN,NaN,NaN,32.2492177443924,NaN,NaN,NaN,NaN
719436,1969,9,NaN,NaN,NaN,32.3091996619701,NaN,NaN,NaN,NaN
719528,1969,12,NaN,NaN,NaN,32.3695756998264,NaN,NaN,NaN,NaN
719618,1970,3,NaN,NaN,NaN,32.430543687133,NaN,NaN,NaN,NaN
719709,1970,6,NaN,NaN,NaN,32.4924882608089,NaN,NaN,NaN,NaN
719801,1970,9,NaN,NaN,NaN,32.5558291731615,NaN,NaN,NaN,NaN
719893,1970,12,NaN,NaN,NaN,32.6189446461593,NaN,NaN,NaN,NaN
719983,1971,3,NaN,NaN,NaN,32.680982983958,NaN,NaN,NaN,NaN
720074,1971,6,NaN,NaN,NaN,32.742745321174,NaN,NaN,NaN,NaN
720166,1971,9,NaN,NaN,NaN,32.8055558802972,NaN,NaN,NaN,NaN
720258,1971,12,NaN,NaN,NaN,32.8687112473174,NaN,NaN,NaN,NaN
720349,1972,3,NaN,NaN,NaN,32.9325721363266,NaN,NaN,NaN,NaN
720440,1972,6,NaN,NaN,NaN,32.9970483593494,NaN,NaN,NaN,NaN
720532,1972,9,NaN,NaN,NaN,33.0626926601694,NaN,NaN,NaN,NaN
720624,1972,12,NaN,NaN,NaN,33.1281457965718,NaN,NaN,NaN,NaN
720714,1973,3,NaN,NaN,NaN,33.1924627102652,NaN,NaN,NaN,NaN
720805,1973,6,NaN,NaN,NaN,33.2563219775045,NaN,NaN,NaN,NaN
720897,1973,9,NaN,NaN,NaN,33.3214498513924,NaN,NaN,NaN,NaN
720989,1973,12,NaN,NaN,NaN,33.3875513108576,NaN,NaN,NaN,NaN
721079,1974,3,NaN,NaN,NaN,33.4549049929679,NaN,NaN,NaN,NaN
721170,1974,6,NaN,NaN,NaN,33.5241406578639,NaN,NaN,NaN,NaN
721262,1974,9,NaN,NaN,NaN,33.5953810925182,NaN,NaN,NaN,NaN
721354,1974,12,NaN,NaN,NaN,33.666371655283,NaN,NaN,NaN,NaN
721444,1975,3,NaN,NaN,NaN,33.7357978125002,NaN,NaN,NaN,NaN
721535,1975,6,NaN,NaN,NaN,33.8046627895862,NaN,NaN,NaN,NaN
721627,1975,9,NaN,NaN,NaN,33.8748250667776,NaN,NaN,NaN,NaN
721719,1975,12,NaN,NaN,NaN,33.9458970191117,NaN,NaN,NaN,NaN
721810,1976,3,NaN,NaN,NaN,34.0186366527362,NaN,NaN,NaN,NaN
721901,1976,6,NaN,NaN,NaN,34.0928985262532,NaN,NaN,NaN,NaN
721993,1976,9,NaN,NaN,NaN,34.1689287705261,NaN,NaN,NaN,NaN
722085,1976,12,NaN,NaN,NaN,34.2447393890347,NaN,NaN,NaN,NaN
722175,1977,3,NaN,NaN,NaN,34.3190309492189,NaN,NaN,NaN,NaN
722266,1977,6,NaN,NaN,NaN,34.3928210732897,NaN,NaN,NaN,NaN
722358,1977,9,NaN,NaN,NaN,34.4680325168465,NaN,NaN,NaN,NaN
722450,1977,12,NaN,NaN,NaN,34.5441870561536,NaN,NaN,NaN,NaN
722540,1978,3,NaN,NaN,NaN,34.6214855078036,NaN,NaN,NaN,NaN
722631,1978,6,NaN,NaN,NaN,34.7006587058812,NaN,NaN,NaN,NaN
722723,1978,9,NaN,NaN,NaN,34.7819782673754,NaN,NaN,NaN,NaN
722815,1978,12,NaN,NaN,NaN,34.8630114004062,NaN,NaN,NaN,NaN
722905,1979,3,NaN,NaN,NaN,34.9424916818926,NaN,NaN,NaN,NaN
722996,1979,6,NaN,NaN,NaN,35.0216476829981,NaN,NaN,NaN,NaN
723088,1979,9,NaN,NaN,NaN,35.1021054037447,NaN,NaN,NaN,NaN
723180,1979,12,NaN,NaN,NaN,35.1828346217692,NaN,NaN,NaN,NaN
723271,1980,3,NaN,NaN,NaN,35.2640613620577,NaN,NaN,NaN,NaN
723362,1980,6,NaN,NaN,NaN,35.3455723283727,NaN,NaN,NaN,NaN
723454,1980,9,NaN,NaN,NaN,35.4285832376133,NaN,NaN,NaN,NaN
723546,1980,12,NaN,NaN,NaN,35.5119691258037,NaN,NaN,NaN,NaN
723636,1981,3,NaN,NaN,NaN,35.5952911155399,NaN,NaN,NaN,NaN
723727,1981,6,NaN,NaN,NaN,35.6795785598325,NaN,NaN,NaN,NaN
723819,1981,9,NaN,NaN,NaN,35.7656323086237,NaN,NaN,NaN,NaN
723911,1981,12,NaN,NaN,172812.348859992,35.851378671132,NaN,NaN,NaN,NaN
724001,1982,3,NaN,0.0915390940086764,170338.275946287,35.9358904109589,NaN,NaN,-5.72661139097244,NaN
724092,1982,6,NaN,0.109969784067462,167369.903014145,36.0203470319635,80.5369127076533,NaN,-6.97053651776383,NaN
724184,1982,9,NaN,0.115830559820428,165421.485625888,36.1060456621005,21.3177676128562,NaN,-4.65655378456512,NaN
724276,1982,12,NaN,0.118974995580153,164573.78265816,36.1914337899543,10.8587432007569,NaN,-2.04980136533226,-4.76734808373382
724366,1983,3,NaN,0.129199409256273,165635.214158017,36.2764280453415,34.3749999779814,41.1412365999897,2.57983132601839,-2.76101290924906
724457,1983,6,NaN,0.138494330779276,167768.42521447,36.362494712652,28.7769783979916,25.9385311644463,5.15158824721357,0.238108640291927
724549,1983,9,NaN,0.139136564740166,170766.845811281,36.4491606460792,1.85490325062824,20.1207737887731,7.14895092560653,3.23135786452926
724641,1983,12,NaN,0.142300095011481,173712.798210972,36.532787020126,9.09474882385581,19.6050433266155,6.90052541685088,5.55314182198433
724732,1984,3,NaN,0.148541327244184,176690.174487946,36.6121963242929,17.5438596360727,14.9705932087856,6.85585934401382,6.67428142386552
724823,1984,6,NaN,0.156030805923239,179060.019400325,36.6885037125446,20.1680672120121,12.6622332086013,5.3649727139545,6.73046443120626
724915,1984,9,NaN,0.156677996187696,181481.76049491,36.7633606561177,1.65913458083412,12.6073483848679,5.40989798324813,6.27458722020916
725007,1984,12,NaN,0.16049511462255,183542.602633311,36.8360108177841,9.74512957207241,12.7863720748757,4.54225732168396,5.65865297408914
725097,1985,3,NaN,0.167090804261197,186161.874721992,36.9064160650054,16.4383561559703,12.4877549979881,5.70825966528253,5.3606264533362
725188,1985,6,NaN,0.175885057110688,188364.430502444,36.9755096079754,21.0526315637199,12.7245713242146,4.73256037787667,5.19625270525461
725280,1985,9,NaN,0.183440140775234,190700.464465015,37.0436397447456,17.1818659041411,17.0809847194354,4.96066896778819,5.0796862147275
725372,1985,12,NaN,0.189153170152681,192950.662272148,37.1087995389779,12.4575337836176,17.8560298221717,4.71985805267099,5.12581793210897
725462,1986,3,NaN,0.199943787235437,195829.44867773,37.1704944876623,22.8187919325821,19.6617540501416,5.96792231067059,5.1931008807119
725553,1986,6,NaN,0.213590744130389,197695.333291964,37.2302697997637,27.3015872783936,21.4376864294797,3.81124417565042,4.95364372383445
725645,1986,9,NaN,0.214824678502745,199905.12866404,37.2883124167679,2.31083865994276,17.108871370725,4.47111286903709,4.82676548525853
725737,1986,12,NaN,0.224578279889791,201063.189803049,37.342607783424,18.1610445411113,18.7282664670728,2.31722146749871,4.20445695048093
725827,1987,3,NaN,0.240619585585803,202986.278919643,37.392233108573,28.5714285529016,20.3436170299551,3.82584026141927,3.65462410798656
725918,1987,6,NaN,0.268210631378066,203574.54773993,37.4384194284512,45.8666666307997,25.5722163757869,1.15922873884313,2.9738761912414
726010,1987,9,NaN,0.282759322196487,204743.735143661,37.4828640993224,21.6974110886962,31.6232958742093,2.29731548803454,2.42045139709874
726102,1987,12,NaN,0.298448600949619,205297.604382219,37.5257704017759,22.1945343923683,32.8929053584697,1.08207313531608,2.10601183802875
726193,1988,3,NaN,0.359509747923915,207641.411040678,37.5679788125458,81.8380743350903,49.4100104314733,4.56665174542445,2.29332354177365
726284,1988,6,NaN,0.430040270639241,209115.207875712,37.6092627594701,78.4741143989813,60.3367727929707,2.8391192828982,2.72168608369503
726376,1988,9,NaN,0.461713699842615,211838.87519304,37.6495830048726,29.4608959819437,63.2885862987654,5.20988854898786,3.46537589753365
726468,1988,12,NaN,0.504489155751575,213590.706547435,37.6877062419235,37.0579914986627,69.0371990843198,3.30785622383729,4.03955135773309
726558,1989,3,NaN,0.63248898650645,216462.963586282,37.7228056283029,101.488667730972,75.9309699274986,5.37899253254227,4.2484553063821
726649,1989,6,NaN,0.800978542329125,217288.592668448,37.755503171782,106.556515238836,86.2566361839779,1.52567269427897,3.90855589881032
726741,1989,9,NaN,1.32734510793145,217603.43816347,37.7874195176048,262.861756107338,187.482287916495,0.579589551675213,2.72120165157482
726833,1989,12,NaN,3.30644403564233,214196.661696143,37.8192096767919,596.408248581301,555.404382422548,-6.26235779375554,0.283699210748864
726923,1990,3,NaN,8.23933366056427,209952.24108334,37.8514986733707,596.760697806716,1202.6841314778,-7.92621244270055,-3.00777666307185
727014,1990,6,NaN,10.1351670897605,203540.106059637,37.8841766574218,92.0381917906868,1165.34814032457,-12.2163688096253,-6.32729331989808
727106,1990,9,NaN,11.1937774769343,196672.807281151,37.9171755342695,41.7796915550927,743.320807079235,-13.4957162230689,-9.61870412479198
727198,1990,12,36.8891674035266,12.9139376828847,189700.318854479,37.949401842301,61.4684438562405,290.568766435388,-14.180889616742,-11.4363793757036
727288,1991,3,37.1503940086468,16.2814418132133,185054.937205483,37.9802496048008,104.306036253889,97.6062929838705,-9.79520050793252,-11.8585559027084
727379,1991,6,37.1503940086468,18.1887036590298,181098.018600767,38.0102166507345,46.8573205665039,79.4613102866932,-8.55295981716517,-11.0258798097974
727471,1991,9,36.2961124081185,19.3051098015239,178550.946414418,38.0401626962984,24.5516373991788,72.4628691369265,-5.62584219535569,-9.21421782566362
727563,1991,12,36.0331207583691,21.182657380055,176473.430761528,38.0699758197521,38.9026034626933,64.0294223204211,-4.6541688960159,-6.97251758606578
727654,1992,3,35.8354357598998,23.9186523152966,177067.190982619,38.1001790543884,51.6648102483635,46.9074581336233,1.34583482290651,-4.31641886646578
727745,1992,6,35.7577737962154,26.0943217582622,177731.165272023,38.1308185997426,36.3844821068652,43.4644395083514,1.49993747733674,-1.85913316708668
727837,1992,9,35.4294754951859,28.0649303584102,179146.14329343,38.1614460420341,30.2074699377708,45.375657776341,3.18453551855271,0.333348487344296
727929,1992,12,35.2794467017047,30.8590475856999,180986.790490459,38.1906160350584,39.823611768948,45.6807190525397,4.10982265806189,2.55752931727733
