Matlab Date,Year,Month,ii Rate,CPI Level,Real GDP Level,Population,CPI QoQ Ann,CPI YoY,GDP QoQ Ann,GDP YoY
712588,1950,12,NaN,NaN,NaN,376.33,NaN,NaN,NaN,NaN
712678,1951,3,NaN,NaN,NaN,377.301233125222,NaN,NaN,NaN,NaN
712769,1951,6,NaN,NaN,NaN,378.785990107779,NaN,NaN,NaN,NaN
712861,1951,9,NaN,NaN,NaN,380.314580128311,NaN,NaN,NaN,NaN
712953,1951,12,NaN,NaN,NaN,381.859265852834,NaN,NaN,NaN,NaN
713044,1952,3,NaN,NaN,NaN,383.420252353272,NaN,NaN,NaN,NaN
713135,1952,6,NaN,NaN,NaN,384.998781669287,NaN,NaN,NaN,NaN
713227,1952,9,NaN,NaN,NaN,386.616956751819,NaN,NaN,NaN,NaN
713319,1952,12,NaN,NaN,NaN,388.250009634817,NaN,NaN,NaN,NaN
713409,1953,3,NaN,NaN,NaN,389.885583258866,NaN,NaN,NaN,NaN
713500,1953,6,NaN,NaN,NaN,391.543639973231,NaN,NaN,NaN,NaN
713592,1953,9,NaN,NaN,NaN,393.247046599491,NaN,NaN,NaN,NaN
713684,1953,12,NaN,NaN,NaN,394.962845710288,NaN,NaN,NaN,NaN
713774,1954,3,NaN,NaN,NaN,396.677510183361,NaN,NaN,NaN,NaN
713865,1954,6,NaN,NaN,NaN,398.41210749416,NaN,NaN,NaN,NaN
713957,1954,9,NaN,NaN,NaN,400.190713976488,NaN,NaN,NaN,NaN
714049,1954,12,NaN,NaN,NaN,401.979027294061,NaN,NaN,NaN,NaN
714139,1955,3,NaN,NaN,NaN,403.762759493068,NaN,NaN,NaN,NaN
714230,1955,6,NaN,NaN,NaN,405.563318624148,NaN,NaN,NaN,NaN
714322,1955,9,NaN,NaN,NaN,407.406562105899,NaN,NaN,NaN,NaN
714414,1955,12,NaN,NaN,NaN,409.258011400803,NaN,NaN,NaN,NaN
714505,1956,3,NaN,NaN,NaN,411.116262894742,NaN,NaN,NaN,NaN
714596,1956,6,NaN,NaN,NaN,412.981655368266,NaN,NaN,NaN,NaN
714688,1956,9,NaN,NaN,NaN,414.883512791405,NaN,NaN,NaN,NaN
714780,1956,12,NaN,NaN,NaN,416.796447449351,NaN,NaN,NaN,NaN
714870,1957,3,NaN,4.5438039950996,NaN,418.70769684208,NaN,NaN,NaN,NaN
714961,1957,6,NaN,4.58969804753004,NaN,420.637957930698,4.04014367520489,NaN,NaN,NaN
715053,1957,9,NaN,4.57638179526692,NaN,422.614909510903,-1.16053405912203,NaN,NaN,NaN
715145,1957,12,NaN,4.58451112797316,1475.13094181361,424.602088058394,0.710546721835669,NaN,NaN,NaN
715235,1958,3,NaN,4.59213863314018,1489.85606994446,426.583964527241,0.665502161875395,1.06374830632451,3.9929006201296,NaN
715326,1958,6,NaN,4.6430396003039,1494.6907017092,428.582868194084,4.4337483016198,1.16220178803643,1.2980131067078,NaN
715418,1958,9,NaN,4.71570905082314,1566.56582399574,430.629390554706,6.2605066314303,3.0444849619041,19.2347814044322,NaN
715510,1958,12,NaN,4.74604907523004,1583.74903160739,432.687710866407,2.57352810191708,3.52355884297511,4.38748435551133,7.36328462205759
715600,1959,3,NaN,4.74966063224075,1580.65131935888,434.743297301553,0.304384295523732,3.43025356342194,-0.782374526944011,6.09422958674158
715691,1959,6,NaN,4.76076942182143,1573.522686543,436.818870701212,0.93554385804066,2.53561958657033,-1.80397352118672,5.27413362133409
715783,1959,9,NaN,4.79521593217073,1604.60245483245,438.944603155412,2.89419690787076,1.686000567268,7.90068514556293,2.42802633978627
715875,1959,12,NaN,4.83802163827019,1626.24771148733,441.081626696642,3.57070102410023,1.93787635952106,5.39579298029793,2.68342262768788
715966,1960,3,8.5742480292008,4.84928950901035,1611.07761564553,443.228887666499,0.931609784547732,2.09759990205032,-3.73131245249886,1.92492144940508
716057,1960,6,8.57424108272721,4.86494595058048,1633.88527725405,445.38647011059,1.29144210021133,2.18822882455825,5.66270957700141,3.83614365571438
716149,1960,9,8.57426886862158,4.859503507489,1658.22386786563,447.588078365766,-0.447482306834843,1.34066069656981,5.95845765927675,3.3417257260016
716241,1960,12,8.57562343097196,4.85612536548348,1711.97526784611,449.804173094831,-0.278064785862341,0.374196904579421,12.9660176824412,5.27149435803847
716331,1961,3,8.57785324899491,4.90517588450342,1711.25205034406,452.019907051858,4.04030088420575,1.15246522999348,-0.168978493003692,6.21785280396917
716422,1961,6,8.57708219042622,4.90060415520282,1735.27461315564,454.25947274773,-0.37280859306577,0.732961989394411,5.61520152609842,6.20541339793384
716514,1961,9,8.57359506068318,4.9012496923598,1752.3752686521,456.554901174599,0.0526904142051876,0.859062758293462,3.94189031910281,5.67784619501653
716606,1961,12,8.5755122873945,4.91006072444363,1777.29768378242,458.863721521176,0.719084530426016,1.11066652734115,5.68883060064877,3.81561680026425
716696,1962,3,8.57678349206178,4.95077364687214,1779.47122898767,461.168704979853,3.31669400550049,0.929584655929958,0.489179775584148,3.98650675859744
716787,1962,6,8.57442863751419,4.97756161193373,1779.05508731224,463.496857974044,2.16434577480743,1.57036671997291,-0.0935427712796582,2.5229709363972
